Price,Location,Property Ref,Date Added,Last Updated,market Status,Type,Price_cat,Bedroom,Bathroom,Toilets,Town
200000000,"Katampe Extension, Katampe, Abuja",2230337,2024-04-30,2024-05-16, Available,Terraced Duplex,Millions,4.0,8.0,8.0,Katampe
330000000,"Apo Resettlement, Apo, Abuja",2222041,2024-04-24,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
100000000,"Lokogoma District, Abuja",2227832,2024-04-28,2024-05-15, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lokogoma District
130000000,"Idu-karmo District After Nizamiyel Hospital (turkish Hospital), Idu Industrial, Abuja",2230223,2024-04-30,2024-05-05, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Idu Industrial
165000000,"Gwarinpa, Abuja",2230207,2024-04-30,2024-05-05, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
90000000,"Gwarinpa, Abuja",2230193,2024-04-30,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
95000000,"Jabi, Abuja",2230178,2024-04-30,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
700000000,"Guzape District, Abuja",2229892,2024-04-29,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
115000000,"Federal Housing Authority Estate, Guzape District, Abuja",2229575,2024-04-29,2024-04-29, Available,Block of Flats,Millions,3.0,3.0,4.0,Guzape District
50000000,"Kaura, Kaura, Abuja",2229444,2024-04-29,2024-04-29, Available,Block of Flats,Millions,3.0,4.0,4.0,Kaura
150000000,"Jabi Main, Jabi, Abuja",2229376,2024-04-29,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
145000000,"Jabi Main, Jabi, Abuja",2229338,2024-04-29,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
45000000,"3rd Avenue, FHA (F.H.A), Lugbe District, Abuja",2219156,2024-04-23,2024-05-17, Available,Detached Bungalow,Millions,4.0,5.0,5.0,Lugbe District
250000000,"By Gilmor, Jahi, Abuja",2229002,2024-04-29,2024-05-17, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
250000000,"News Engineering, Dawaki, Gwarinpa, Abuja",2228834,2024-04-29,2024-04-29, Available,Semi-detached Duplex,Millions,3.0,4.0,4.0,Gwarimpa
3500000000,"Maitama District, Abuja",2228710,2024-04-29,2024-04-29, Available,Detached Duplex,Billions,5.0,5.0,5.0,Maitama District
150000000,"Idu-karmo After Nizamiyel Hospital (turkish Hospital), Idu Industrial, Abuja",2228542,2024-04-29,2024-05-05, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Idu Industrial
23000000,"Muko, Dutse, Abuja",2228211,2024-04-29,2024-04-29, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Dutse
250000000,"Jahi, Abuja",2228187,2024-04-28,2024-04-30, Available,House,Millions,4.0,4.0,5.0,Jahi
790000000,"Apo, Abuja",2228183,2024-04-28,2024-04-29, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
350000000,"Gudu, Abuja",2171210,2024-03-21,2024-04-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gudu
700000000,"Katampe Extension, Katampe, Abuja",2228180,2024-04-28,2024-04-28, Available,Detached Duplex,Millions,7.0,7.0,8.0,Katampe
65000000,"Gwarinpa Extension., Gwarinpa, Abuja",2228139,2024-04-28,2024-04-28, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Gwarimpa
140000000,"Gwarimpa Extension, Karsana, Abuja",2228134,2024-04-28,2024-04-30, Available,Detached Duplex,Millions,4.0,5.0,5.0,Karsana
1600000000,"Maitama District, Abuja",2227992,2024-04-28,2024-05-17, Available,Detached Duplex,Billions,6.0,6.0,7.0,Maitama District
35000000,"Lokogoma District, Abuja",2227914,2024-04-28,2024-04-29, Available,Detached Bungalow,Millions,2.0,2.0,3.0,Lokogoma District
120000000,"Dawaki, Gwarinpa, Abuja",2227749,2024-04-28,2024-04-28, Available,Semi-detached Duplex,Millions,4.0,5.0,5.0,Gwarimpa
190000000,"Life Camp, Abuja",2227740,2024-04-28,2024-04-29, Available,Detached Duplex,Millions,5.0,6.0,6.0,Life Camp
115000000,"Lifecamp Abuja, Life Camp, Abuja",2227723,2024-04-28,2024-04-28, Available,Block of Flats,Millions,3.0,4.0,4.0,Life Camp
370000000,"Canaan Estate, Kafe, Kafe, Abuja",2227712,2024-04-28,2024-04-28, Available,Detached Duplex,Millions,5.0,6.0,6.0,Kafe
130000000,"Apo Resettlement, Apo, Abuja",2174681,2024-03-23,2024-05-05, Available,Detached Duplex,Millions,4.0,4.0,4.0,Apo
350000000,"Apo Resettlement, Apo, Abuja",2227148,2024-04-27,2024-05-11, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
79000000,"Efab Verizon Estate, Karsana, Abuja",2224094,2024-04-25,2024-05-17, Available,Detached Bungalow,Millions,3.0,4.0,5.0,Karsana
350000000,"Apo Resettlement, Apo, Abuja",2226941,2024-04-27,2024-05-11, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo
250000000,"Jahi By Gilmore., Jahi, Abuja",2226936,2024-04-27,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
140000000,"Gwarimpa Extenion, Gwarinpa, Abuja",2226929,2024-04-27,2024-05-09, Available,Detached Duplex,Millions,4.0,3.0,5.0,Gwarimpa
150000000,"Life Camp Inside An Estate. Tarred Road., Life Camp, Abuja",2226877,2024-04-27,2024-05-09, Available,Semi-detached Duplex,Millions,3.0,3.0,4.0,Life Camp
350000000,"Gudu, Abuja",2171210,2024-03-21,2024-04-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gudu
1300000000,"Maitama District, Abuja",2226802,2024-04-27,2024-05-17, Available,Detached Duplex,Billions,6.0,6.0,7.0,Maitama District
280000000,"Katampe Extension, Katampe, Abuja",2226410,2024-04-27,2024-05-16, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Katampe
200000000,"Apo Resettlement, Apo, Abuja",2226336,2024-04-27,2024-04-28, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Apo
200000000,"Katampe Extension, Katampe, Abuja",2226322,2024-04-27,2024-04-28, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
230000000,"Gwarinpa, Abuja",2226319,2024-04-27,2024-04-28, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
100000000,"Katampe, Abuja",2226241,2024-04-27,2024-04-27, Available,Terraced Duplex,Millions,4.0,5.0,6.0,Katampe
170000000,"Dawaki, Gwarinpa, Abuja",2226216,2024-04-27,2024-05-05, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
160000000,"Kado,by Life Camp, Life Camp, Abuja",2226195,2024-04-27,2024-05-14, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
250000000,"Kaura District After Games Village, Kaura, Abuja",2226173,2024-04-27,2024-05-05, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kaura
100000000,"Kaura District By Games Village, Kaura, Abuja",2226145,2024-04-27,2024-05-05, Available,Block of Flats,Millions,3.0,3.0,4.0,Kaura
320000000,"Kaura District By Games Village, Kaura, Abuja",2226136,2024-04-27,2024-05-05, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kaura
950000000,"Maitama District, Abuja",2226107,2024-04-27,2024-04-29, Available,Detached Duplex,Millions,5.0,5.0,6.0,Maitama District
160000000,"Gwarinpa, Abuja",2225894,2024-04-26,2024-04-28, Available,House,Millions,4.0,4.0,5.0,Gwarimpa
220000000,"Gaduwa Estate, Gaduwa, Abuja",2225428,2024-04-26,2024-05-05, Available,Detached Duplex,Millions,5.0,6.0,6.0,Gaduwa
350000000,"Apo, Abuja",2225196,2024-04-26,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo
130000000,"Durumi, Abuja",2225188,2024-04-26,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Durumi
3300000000,"Maitama Main By Diplomatic Zone, Maitama District, Abuja",1999855,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,8.0,10.0,10.0,Maitama District
180000000,"Kubwa, Abuja",2225160,2024-04-26,2024-04-26, Available,Detached Duplex,Millions,6.0,6.0,7.0,Kubwa
400000000,"Idu Industrial, Abuja",2225134,2024-04-26,2024-04-26, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Idu Industrial
260000000,"Katampe Extension, Katampe, Abuja",2224646,2024-04-26,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,4.0,Katampe
300000000,"Katampe Extension, Diplomatic Zone, Katampe, Abuja",2224486,2024-04-26,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
650000000,"Life Camp, Abuja",2224245,2024-04-26,2024-05-12, Available,Detached Duplex,Millions,5.0,5.0,6.0,Life Camp
350000000,"Apo Resettlement, Central Business District, Abuja",2224059,2024-04-25,2024-04-25, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo Resettlement
250000000,"Tos Douglas Crescent , Kaura Games Village, Games Village, Kaura, Abuja",2223374,2024-04-25,2024-04-25, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Games Village
